Player_1,Player_2,Innings_Span,First_Innings,Last_Innings,Number_of_Partnerships,Unbroken,Total_Runs,Highest_Runs,Avg_Runs_Per_Dismissal,Century_Partnerships,50Runs_Partnerships,Country,Player_Pairs
AC Voges, DA Warner,2013-2013,2013,2013,1,1,84,84*,-,0,1,Australia,AC Voges & DA Warner
BR Dunk, AJ Finch,2014-2014,2014,2014,2,0,83,43,41.5,0,0,Australia,BR Dunk & AJ Finch
GJ Bailey, MS Wade,2012-2014,2012,2014,3,1,82,56*,41,0,1,Australia,GJ Bailey & MS Wade
ML Hayden, A Symonds,2005-2007,2005,2007,3,1,82,66,41,0,1,Australia,ML Hayden & A Symonds
A Symonds, AC Voges,2007-2007,2007,2007,1,0,80,80,80,0,1,Australia,A Symonds & AC Voges
AT Carey, GJ Maxwell,2018-2018,2018,2018,5,2,78,34*,26,0,0,Australia,AT Carey & GJ Maxwell
DJ Hussey, MG Johnson,2009-2010,2009,2010,3,0,78,41,26,0,0,Australia,DJ Hussey & MG Johnson
GJ Bailey, GJ Maxwell,2013-2014,2013,2014,6,0,77,36,12.83,0,0,Australia,GJ Bailey & GJ Maxwell
GJ Maxwell, SR Watson,2013-2016,2013,2016,6,0,76,38,12.66,0,0,Australia,GJ Maxwell & SR Watson
AJ Finch, CA Lynn,2016-2018,2016,2018,4,0,74,40,18.5,0,0,Australia,AJ Finch & CA Lynn
SE Marsh, AC Voges,2013-2013,2013,2013,1,0,74,74,74,0,1,Australia,SE Marsh & AC Voges
MJ Clarke, AC Gilchrist,2005-2008,2005,2008,3,0,72,57,24,0,1,Australia,MJ Clarke & AC Gilchrist
JP Faulkner, SR Watson,2014-2016,2014,2016,2,0,72,57,36,0,1,Australia,JP Faulkner & SR Watson
MEK Hussey, MG Johnson,2009-2010,2009,2010,4,1,72,53*,24,0,1,Australia,MEK Hussey & MG Johnson
RT Ponting, DA Warner,2009-2009,2009,2009,3,0,72,59,24,0,1,Australia,RT Ponting & DA Warner
GJ Bailey, PJ Cummins,2012-2012,2012,2012,1,0,68,68,68,0,1,Australia,GJ Bailey & PJ Cummins
JR Hopes, DJ Hussey,2009-2010,2009,2010,2,1,67,50,67,0,1,Australia,JR Hopes & DJ Hussey
GB Hogg, B Lee,2006-2012,2006,2012,2,0,66,57,33,0,1,Australia,GB Hogg & B Lee
A Symonds, CL White,2007-2007,2007,2007,1,1,66,66*,-,0,1,Australia,A Symonds & CL White
BJ Hodge, MEK Hussey,2007-2007,2007,2007,1,0,63,63,63,0,1,Australia,BJ Hodge & MEK Hussey
BJ Haddin, DJ Hussey,2009-2010,2009,2010,5,0,62,26,12.4,0,0,Australia,BJ Haddin & DJ Hussey
SPD Smith, CL White,2010-2011,2010,2011,3,1,61,38,30.5,0,0,Australia,SPD Smith & CL White
DR Martyn, RT Ponting,2005-2006,2005,2006,3,0,58,46,19.33,0,0,Australia,DR Martyn & RT Ponting
JR Hopes, DR Martyn,2006-2006,2006,2006,1,0,57,57,57,0,1,Australia,JR Hopes & DR Martyn
SE Marsh, L Ronchi,2008-2008,2008,2008,1,0,57,57,57,0,1,Australia,SE Marsh & L Ronchi
AJ Finch, NJ Maddinson,2013-2013,2013,2013,1,0,56,56,56,0,1,Australia,AJ Finch & NJ Maddinson
AT Carey, AJ Finch,2018-2018,2018,2018,4,1,54,24,18,0,0,Australia,AT Carey & AJ Finch
GJ Bailey, DJ Hussey,2012-2012,2012,2012,5,0,53,35,10.6,0,0,Australia,GJ Bailey & DJ Hussey
BCJ Cutting, CL White,2014-2014,2014,2014,1,0,53,53,53,0,1,Australia,BCJ Cutting & CL White
AJ Finch, DJ Hussey,2011-2012,2011,2012,3,0,53,29,17.66,0,0,Australia,AJ Finch & DJ Hussey
JP Faulkner, BJ Hodge,2014-2014,2014,2014,1,0,52,52,52,0,1,Australia,JP Faulkner & BJ Hodge
DJ Hussey, AC Voges,2009-2009,2009,2009,1,0,52,52,52,0,1,Australia,DJ Hussey & AC Voges
MEK Hussey, A Symonds,2005-2007,2005,2007,3,0,52,29,17.33,0,0,Australia,MEK Hussey & A Symonds
TM Head, M Klinger,2017-2017,2017,2017,1,0,51,51,51,0,1,Australia,TM Head & M Klinger
MC Henriques, M Klinger,2017-2017,2017,2017,2,0,51,50,25.5,0,1,Australia,MC Henriques & M Klinger
MJ Clarke, MEK Hussey,2007-2007,2007,2007,2,0,49,46,24.5,0,0,Australia,MJ Clarke & MEK Hussey
BJ Haddin, BJ Hodge,2007-2014,2007,2014,3,1,49,21*,24.5,0,0,Australia,BJ Haddin & BJ Hodge
MJ Clarke, A Symonds,2005-2007,2005,2007,4,1,48,22*,16,0,0,Australia,MJ Clarke & A Symonds
GJ Bailey, BJ Hodge,2014-2014,2014,2014,4,1,47,22*,15.66,0,0,Australia,GJ Bailey & BJ Hodge
RT Ponting, SR Watson,2009-2009,2009,2009,1,0,47,47,47,0,0,Australia,RT Ponting & SR Watson
MEK Hussey, MS Wade,2012-2012,2012,2012,1,0,45,45,45,0,0,Australia,MEK Hussey & MS Wade
DJM Short, MP Stoinis,2018-2018,2018,2018,2,0,45,37,22.5,0,0,Australia,DJM Short & MP Stoinis
BJ Haddin, JR Hopes,2009-2009,2009,2009,2,0,44,25,22,0,0,Australia,BJ Haddin & JR Hopes
BR McDermott, DJM Short,2018-2018,2018,2018,1,1,44,44*,-,0,0,Australia,BR McDermott & DJM Short
GJ Bailey, CA Lynn,2014-2014,2014,2014,1,0,43,43,43,0,0,Australia,GJ Bailey & CA Lynn
MJ Clarke, RT Ponting,2007-2009,2007,2009,2,0,43,42,21.5,0,0,Australia,MJ Clarke & RT Ponting
JP Faulkner, DA Warner,2014-2016,2014,2016,2,1,42,41*,42,0,0,Australia,JP Faulkner & DA Warner
UT Khawaja, SPD Smith,2016-2016,2016,2016,3,0,42,33,14,0,0,Australia,UT Khawaja & SPD Smith
CA Lynn, SR Watson,2016-2016,2016,2016,2,0,42,25,21,0,0,Australia,CA Lynn & SR Watson
TR Birt, MS Wade,2012-2012,2012,2012,1,0,41,41,41,0,0,Australia,TR Birt & MS Wade
MS Wade, DA Warner,2011-2012,2011,2012,2,0,41,38,20.5,0,0,Australia,MS Wade & DA Warner
SR Watson, CL White,2008-2014,2008,2014,3,1,41,25*,20.5,0,0,Australia,SR Watson & CL White
BR McDermott, GJ Maxwell,2018-2018,2018,2018,5,0,40,21,8,0,0,Australia,BR McDermott & GJ Maxwell
MG Johnson, SNJ O'Keefe,2011-2011,2011,2011,1,0,39,39,39,0,0,Australia,MG Johnson & SNJ O'Keefe
AC Agar, NM Coulter-Nile,2018-2018,2018,2018,1,0,38,38,38,0,0,Australia,AC Agar & NM Coulter-Nile
MJ Clarke, SR Watson,2006-2010,2006,2010,5,0,38,15,7.6,0,0,Australia,MJ Clarke & SR Watson
JP Faulkner, GJ Maxwell,2013-2016,2013,2016,2,0,38,25,19,0,0,Australia,JP Faulkner & GJ Maxwell
BJ Hodge, A Symonds,2007-2007,2007,2007,1,0,38,38,38,0,0,Australia,BJ Hodge & A Symonds
TM Head, AJ Turner,2017-2017,2017,2017,1,0,37,37,37,0,0,Australia,TM Head & AJ Turner
DJ Hussey, SE Marsh,2011-2011,2011,2011,3,0,37,33,12.33,0,0,Australia,DJ Hussey & SE Marsh
MR Marsh, SPD Smith,2015-2015,2015,2015,1,0,37,37,37,0,0,Australia,MR Marsh & SPD Smith
JN Gillespie, B Lee,2005-2005,2005,2005,1,0,36,36,36,0,0,Australia,JN Gillespie & B Lee
CA Lynn, BR McDermott,2018-2018,2018,2018,2,0,36,36,18,0,0,Australia,CA Lynn & BR McDermott
AT Carey, CA Lynn,2018-2018,2018,2018,3,0,35,29,11.66,0,0,Australia,AT Carey & CA Lynn
NM Coulter-Nile, MR Marsh,2016-2016,2016,2016,1,0,35,35,35,0,0,Australia,NM Coulter-Nile & MR Marsh
NM Coulter-Nile, MP Stoinis,2015-2018,2015,2018,2,1,35,33*,35,0,0,Australia,NM Coulter-Nile & MP Stoinis
DJ Hussey, SPD Smith,2010-2011,2010,2011,2,0,35,21,17.5,0,0,Australia,DJ Hussey & SPD Smith
MR Marsh, JL Pattinson,2011-2011,2011,2011,1,0,35,35,35,0,0,Australia,MR Marsh & JL Pattinson
MEK Hussey, GJ Maxwell,2012-2012,2012,2012,2,0,33,26,16.5,0,0,Australia,MEK Hussey & GJ Maxwell
ML Hayden, BJ Hodge,2007-2007,2007,2007,1,0,32,32,32,0,0,Australia,ML Hayden & BJ Hodge
LA Pomersbach, A Symonds,2007-2007,2007,2007,1,0,32,32,32,0,0,Australia,LA Pomersbach & A Symonds
AT Carey, MP Stoinis,2018-2018,2018,2018,1,0,31,31,31,0,0,Australia,AT Carey & MP Stoinis
MJ Clarke, GB Hogg,2006-2006,2006,2006,1,0,31,31,31,0,0,Australia,MJ Clarke & GB Hogg
UT Khawaja, DA Warner,2016-2016,2016,2016,2,0,31,20,15.5,0,0,Australia,UT Khawaja & DA Warner
BR McDermott, AJ Tye,2018-2018,2018,2018,1,1,31,31*,-,0,0,Australia,BR McDermott & AJ Tye
AJ Finch, MC Henriques,2013-2017,2013,2017,2,0,30,28,15,0,0,Australia,AJ Finch & MC Henriques
MEK Hussey, DA Warner,2012-2012,2012,2012,3,0,30,25,10,0,0,Australia,MEK Hussey & DA Warner
AT Carey, TM Head,2018-2018,2018,2018,2,0,29,18,14.5,0,0,Australia,AT Carey & TM Head
AJ Finch, BJ Haddin,2013-2014,2013,2014,2,0,29,22,14.5,0,0,Australia,AJ Finch & BJ Haddin
NM Coulter-Nile, BR McDermott,2018-2018,2018,2018,1,0,27,27,27,0,0,Australia,NM Coulter-Nile & BR McDermott
BJ Haddin, MG Johnson,2007-2010,2007,2010,2,1,26,22,26,0,0,Australia,BJ Haddin & MG Johnson
BJ Haddin, MA Starc,2014-2014,2014,2014,2,0,26,17,13,0,0,Australia,BJ Haddin & MA Starc
MR Marsh, MS Wade,2012-2012,2012,2012,1,0,26,26,26,0,0,Australia,MR Marsh & MS Wade
TD Paine, DA Warner,2011-2011,2011,2011,1,0,26,26,26,0,0,Australia,TD Paine & DA Warner
AC Agar, AT Carey,2018-2018,2018,2018,1,0,25,25,25,0,0,Australia,AC Agar & AT Carey
MJ Clarke, SM Katich,2006-2006,2006,2006,1,0,25,25,25,0,0,Australia,MJ Clarke & SM Katich
JP Faulkner, MS Wade,2013-2016,2013,2016,4,1,25,13,8.33,0,0,Australia,JP Faulkner & MS Wade
JP Faulkner, CL White,2014-2014,2014,2014,1,0,25,25,25,0,0,Australia,JP Faulkner & CL White
BJ Haddin, BJ Rohrer,2013-2013,2013,2013,1,0,25,25,25,0,0,Australia,BJ Haddin & BJ Rohrer
GJ Maxwell, MS Wade,2013-2013,2013,2013,2,0,24,14,12,0,0,Australia,GJ Maxwell & MS Wade
DA Warner, CL White,2009-2014,2009,2014,4,0,24,14,6,0,0,Australia,DA Warner & CL White
NM Coulter-Nile, CJ McKay,2013-2013,2013,2013,1,1,23,23*,-,0,0,Australia,NM Coulter-Nile & CJ McKay
JW Hastings, CJ McKay,2010-2010,2010,2010,1,0,23,23,23,0,0,Australia,JW Hastings & CJ McKay
BJ Hodge, GJ Maxwell,2014-2014,2014,2014,1,0,23,23,23,0,0,Australia,BJ Hodge & GJ Maxwell
TR Birt, CL White,2010-2010,2010,2010,1,0,22,22,22,0,0,Australia,TR Birt & CL White
DT Christian, TD Paine,2017-2017,2017,2017,1,0,22,22,22,0,0,Australia,DT Christian & TD Paine
MJ Clarke, BJ Hodge,2007-2008,2007,2008,2,1,22,18*,22,0,0,Australia,MJ Clarke & BJ Hodge
NM Coulter-Nile, JP Faulkner,2013-2016,2013,2016,2,1,22,21*,22,0,0,Australia,NM Coulter-Nile & JP Faulkner
AC Agar, MR Marsh,2016-2016,2016,2016,1,0,21,21,21,0,0,Australia,AC Agar & MR Marsh
AJ Finch, MP Stoinis,2018-2018,2018,2018,2,0,21,21,10.5,0,0,Australia,AJ Finch & MP Stoinis
MC Henriques, TD Paine,2017-2017,2017,2017,2,1,21,18,21,0,0,Australia,MC Henriques & TD Paine
GJ Bailey, AJ Finch,2013-2014,2013,2014,2,0,20,20,10,0,0,Australia,GJ Bailey & AJ Finch
BJ Hodge, B Lee,2007-2007,2007,2007,2,0,20,17,10,0,0,Australia,BJ Hodge & B Lee
MS Wade, CL White,2012-2012,2012,2012,1,0,20,20,20,0,0,Australia,MS Wade & CL White
BR Dunk, SR Watson,2014-2014,2014,2014,2,0,19,13,9.5,0,0,Australia,BR Dunk & SR Watson
JW Hastings, MG Johnson,2011-2011,2011,2011,1,1,19,19*,-,0,0,Australia,JW Hastings & MG Johnson
SM Katich, DR Martyn,2006-2006,2006,2006,1,0,19,19,19,0,0,Australia,SM Katich & DR Martyn
MR Marsh, DJM Short,2018-2018,2018,2018,1,0,19,19,19,0,0,Australia,MR Marsh & DJM Short
MR Marsh, CL White,2011-2011,2011,2011,1,0,19,19,19,0,0,Australia,MR Marsh & CL White
NJ Reardon, SR Watson,2014-2014,2014,2014,1,0,19,19,19,0,0,Australia,NJ Reardon & SR Watson
NW Bracken, B Lee,2006-2006,2006,2006,1,1,18,18*,-,0,0,Australia,NW Bracken & B Lee
AT Carey, AJ Tye,2018-2018,2018,2018,1,1,18,18*,-,0,0,Australia,AT Carey & AJ Tye
BCJ Cutting, JP Faulkner,2014-2014,2014,2014,1,0,18,18,18,0,0,Australia,BCJ Cutting & JP Faulkner
JP Faulkner, BJ Rohrer,2013-2013,2013,2013,1,0,18,18,18,0,0,Australia,JP Faulkner & BJ Rohrer
BJ Haddin, MEK Hussey,2007-2010,2007,2010,2,0,18,10,9,0,0,Australia,BJ Haddin & MEK Hussey
BJ Haddin, CL White,2009-2011,2009,2011,4,0,18,12,4.5,0,0,Australia,BJ Haddin & CL White
MG Johnson, B Lee,2007-2009,2007,2009,2,1,18,16,18,0,0,Australia,MG Johnson & B Lee
NJ Maddinson, DJM Short,2018-2018,2018,2018,1,0,18,18,18,0,0,Australia,NJ Maddinson & DJM Short
DP Nannes, SW Tait,2010-2010,2010,2010,3,0,18,12,6,0,0,Australia,DP Nannes & SW Tait
AJ Tye, A Zampa,2016-2018,2016,2018,4,3,18,9,18,0,0,Australia,AJ Tye & A Zampa
AC Agar, AJ Tye,2018-2018,2018,2018,1,0,16,16,16,0,0,Australia,AC Agar & AJ Tye
AC Gilchrist, SM Katich,2006-2006,2006,2006,1,0,16,16,16,0,0,Australia,AC Gilchrist & SM Katich
MEK Hussey, B Lee,2009-2009,2009,2009,1,1,16,16*,-,0,0,Australia,MEK Hussey & B Lee
MG Johnson, CL White,2011-2011,2011,2011,1,0,16,16,16,0,0,Australia,MG Johnson & CL White
AC Agar, MP Stoinis,2018-2018,2018,2018,1,1,15,15*,-,0,0,Australia,AC Agar & MP Stoinis
JW Hastings, MS Wade,2016-2016,2016,2016,1,0,15,15,15,0,0,Australia,JW Hastings & MS Wade
MC Henriques, AJ Turner,2017-2017,2017,2017,2,0,15,13,7.5,0,0,Australia,MC Henriques & AJ Turner
BJ Hodge, MG Johnson,2007-2007,2007,2007,1,0,15,15,15,0,0,Australia,BJ Hodge & MG Johnson
PM Nevill, SR Watson,2016-2016,2016,2016,1,1,15,15*,-,0,0,Australia,PM Nevill & SR Watson
GJ Bailey, BJ Rohrer,2013-2013,2013,2013,1,0,14,14,14,0,0,Australia,GJ Bailey & BJ Rohrer
NM Coulter-Nile, MG Johnson,2013-2013,2013,2013,1,0,14,14,14,0,0,Australia,NM Coulter-Nile & MG Johnson
JP Faulkner, KW Richardson,2016-2016,2016,2016,1,0,14,14,14,0,0,Australia,JP Faulkner & KW Richardson
CJ Ferguson, DJ Hussey,2009-2009,2009,2009,2,0,14,14,7,0,0,Australia,CJ Ferguson & DJ Hussey
JR Hopes, L Ronchi,2009-2009,2009,2009,1,0,14,14,14,0,0,Australia,JR Hopes & L Ronchi
PJ Hughes, DA Warner,2014-2014,2014,2014,1,0,14,14,14,0,0,Australia,PJ Hughes & DA Warner
MEK Hussey, SNJ O'Keefe,2010-2010,2010,2010,1,0,14,14,14,0,0,Australia,MEK Hussey & SNJ O'Keefe
UT Khawaja, MS Wade,2016-2016,2016,2016,1,0,14,14,14,0,0,Australia,UT Khawaja & MS Wade
CA Lynn, MS Wade,2016-2016,2016,2016,1,0,14,14,14,0,0,Australia,CA Lynn & MS Wade
SE Marsh, MS Wade,2011-2011,2011,2011,1,0,14,14,14,0,0,Australia,SE Marsh & MS Wade
DT Christian, CA Lynn,2014-2014,2014,2014,1,1,13,13*,-,0,0,Australia,DT Christian & CA Lynn
MJ Clarke, AC Voges,2009-2009,2009,2009,1,1,13,13*,-,0,0,Australia,MJ Clarke & AC Voges
JW Hastings, CL White,2011-2011,2011,2011,1,0,13,13,13,0,0,Australia,JW Hastings & CL White
DJ Hussey, DP Nannes,2010-2010,2010,2010,1,0,13,13,13,0,0,Australia,DJ Hussey & DP Nannes
SE Marsh, GJ Maxwell,2013-2013,2013,2013,1,1,13,13*,-,0,0,Australia,SE Marsh & GJ Maxwell
NW Bracken, JR Hopes,2009-2009,2009,2009,1,0,12,12,12,0,0,Australia,NW Bracken & JR Hopes
AT Carey, BR McDermott,2018-2018,2018,2018,1,0,12,12,12,0,0,Australia,AT Carey & BR McDermott
NM Coulter-Nile, A Zampa,2018-2018,2018,2018,1,0,12,12,12,0,0,Australia,NM Coulter-Nile & A Zampa
JP Faulkner, MC Henriques,2017-2017,2017,2017,2,0,12,10,6,0,0,Australia,JP Faulkner & MC Henriques
CJ Ferguson, MJ North,2009-2009,2009,2009,1,0,12,12,12,0,0,Australia,CJ Ferguson & MJ North
AJ Finch, MR Marsh,2018-2018,2018,2018,1,0,12,12,12,0,0,Australia,AJ Finch & MR Marsh
JR Hopes, PM Siddle,2009-2009,2009,2009,1,1,12,12*,-,0,0,Australia,JR Hopes & PM Siddle
CA Lynn, MP Stoinis,2018-2018,2018,2018,1,0,12,12,12,0,0,Australia,CA Lynn & MP Stoinis
NW Bracken, MJ North,2009-2009,2009,2009,1,0,11,11,11,0,0,Australia,NW Bracken & MJ North
MJ Clarke, JR Hopes,2010-2010,2010,2010,1,0,11,11,11,0,0,Australia,MJ Clarke & JR Hopes
NM Coulter-Nile, B Stanlake,2018-2018,2018,2018,1,0,11,11,11,0,0,Australia,NM Coulter-Nile & B Stanlake
JP Faulkner, MR Marsh,2016-2016,2016,2016,1,1,11,11*,-,0,0,Australia,JP Faulkner & MR Marsh
AC Gilchrist, A Symonds,2005-2005,2005,2005,1,0,11,11,11,0,0,Australia,AC Gilchrist & A Symonds
TM Head, DJM Short,2018-2018,2018,2018,2,0,11,9,5.5,0,0,Australia,TM Head & DJM Short
AC Agar, TM Head,2018-2018,2018,2018,1,0,10,10,10,0,0,Australia,AC Agar & TM Head
PJ Cummins, CL White,2012-2014,2012,2014,2,0,10,10,5,0,0,Australia,PJ Cummins & CL White
XJ Doherty, MA Starc,2012-2012,2012,2012,1,0,10,10,10,0,0,Australia,XJ Doherty & MA Starc
JW Hastings, MR Marsh,2016-2016,2016,2016,1,0,10,10,10,0,0,Australia,JW Hastings & MR Marsh
TM Head, PM Nevill,2016-2016,2016,2016,1,1,10,10*,-,0,0,Australia,TM Head & PM Nevill
GB Hogg, MA Starc,2012-2012,2012,2012,1,0,10,10,10,0,0,Australia,GB Hogg & MA Starc
MJ Swepson, AJ Tye,2018-2018,2018,2018,1,0,10,10,10,0,0,Australia,MJ Swepson & AJ Tye
SA Abbott, CL White,2014-2014,2014,2014,1,0,9,9,9,0,0,Australia,SA Abbott & CL White
DT Christian, PJ Cummins,2012-2012,2012,2012,1,0,9,9,9,0,0,Australia,DT Christian & PJ Cummins
JP Faulkner, TD Paine,2017-2017,2017,2017,1,0,9,9,9,0,0,Australia,JP Faulkner & TD Paine
AJ Finch, BJ Hodge,2014-2014,2014,2014,1,0,9,9,9,0,0,Australia,AJ Finch & BJ Hodge
AJ Finch, MG Johnson,2011-2011,2011,2011,1,1,9,9*,-,0,0,Australia,AJ Finch & MG Johnson
NM Hauritz, MJ North,2009-2009,2009,2009,1,0,9,9,9,0,0,Australia,NM Hauritz & MJ North
NM Lyon, A Zampa,2018-2018,2018,2018,1,0,9,9,9,0,0,Australia,NM Lyon & A Zampa
B Stanlake, MJ Swepson,2018-2018,2018,2018,1,0,9,9,9,0,0,Australia,B Stanlake & MJ Swepson
DT Christian, MS Wade,2012-2012,2012,2012,1,0,8,8,8,0,0,Australia,DT Christian & MS Wade
NM Coulter-Nile, PM Nevill,2016-2016,2016,2016,1,0,8,8,8,0,0,Australia,NM Coulter-Nile & PM Nevill
NM Coulter-Nile, AJ Tye,2018-2018,2018,2018,3,0,8,6,2.66,0,0,Australia,NM Coulter-Nile & AJ Tye
PJ Cummins, JP Faulkner,2014-2017,2014,2017,2,2,8,6*,-,0,0,Australia,PJ Cummins & JP Faulkner
DJ Hussey, CJ McKay,2012-2012,2012,2012,1,0,8,8,8,0,0,Australia,DJ Hussey & CJ McKay
DJ Hussey, SW Tait,2010-2010,2010,2010,1,0,8,8,8,0,0,Australia,DJ Hussey & SW Tait
NJ Maddinson, SR Watson,2014-2014,2014,2014,1,0,8,8,8,0,0,Australia,NJ Maddinson & SR Watson
SE Marsh, RT Ponting,2009-2009,2009,2009,1,0,8,8,8,0,0,Australia,SE Marsh & RT Ponting
NW Bracken, BJ Haddin,2009-2009,2009,2009,1,0,7,7,7,0,0,Australia,NW Bracken & BJ Haddin
DT Christian, MEK Hussey,2012-2012,2012,2012,1,0,7,7,7,0,0,Australia,DT Christian & MEK Hussey
PJ Cummins, XJ Doherty,2012-2012,2012,2012,1,0,7,7,7,0,0,Australia,PJ Cummins & XJ Doherty
PJ Cummins, MC Henriques,2017-2017,2017,2017,1,0,7,7,7,0,0,Australia,PJ Cummins & MC Henriques
AJ Finch, SNJ O'Keefe,2011-2011,2011,2011,1,0,7,7,7,0,0,Australia,AJ Finch & SNJ O'Keefe
BJ Haddin, JM Muirhead,2014-2014,2014,2014,1,1,7,7*,-,0,0,Australia,BJ Haddin & JM Muirhead
TM Head, MS Wade,2016-2016,2016,2016,1,0,7,7,7,0,0,Australia,TM Head & MS Wade
JR Hopes, CL White,2009-2009,2009,2009,1,0,7,7,7,0,0,Australia,JR Hopes & CL White
MEK Hussey, MA Starc,2012-2012,2012,2012,1,1,7,7*,-,0,0,Australia,MEK Hussey & MA Starc
MS Kasprowicz, GD McGrath,2005-2005,2005,2005,1,0,7,7,7,0,0,Australia,MS Kasprowicz & GD McGrath
MR Marsh, PM Nevill,2016-2016,2016,2016,1,0,7,7,7,0,0,Australia,MR Marsh & PM Nevill
MP Stoinis, MS Wade,2015-2015,2015,2015,1,0,7,7,7,0,0,Australia,MP Stoinis & MS Wade
AC Agar, GJ Maxwell,2018-2018,2018,2018,1,0,6,6,6,0,0,Australia,AC Agar & GJ Maxwell
AC Agar, DA Warner,2018-2018,2018,2018,1,0,6,6,6,0,0,Australia,AC Agar & DA Warner
CJ Boyce, KW Richardson,2016-2016,2016,2016,1,0,6,6,6,0,0,Australia,CJ Boyce & KW Richardson
NM Coulter-Nile, MC Henriques,2013-2013,2013,2013,1,0,6,6,6,0,0,Australia,NM Coulter-Nile & MC Henriques
Fawad Ahmed, MG Johnson,2013-2013,2013,2013,1,1,6,6*,-,0,0,Australia,Fawad Ahmed & MG Johnson
BJ Hodge, RT Ponting,2007-2007,2007,2007,1,0,6,6,6,0,0,Australia,BJ Hodge & RT Ponting
MR Marsh, SNJ O'Keefe,2011-2011,2011,2011,1,0,6,6,6,0,0,Australia,MR Marsh & SNJ O'Keefe
JA Richardson, JD Wildermuth,2018-2018,2018,2018,1,1,6,6*,-,0,0,Australia,JA Richardson & JD Wildermuth
SPD Smith, MS Wade,2011-2011,2011,2011,1,1,6,6*,-,0,0,Australia,SPD Smith & MS Wade
MJ Clarke, TD Paine,2010-2010,2010,2010,1,0,5,5,5,0,0,Australia,MJ Clarke & TD Paine
NM Coulter-Nile, DJM Short,2018-2018,2018,2018,1,0,5,5,5,0,0,Australia,NM Coulter-Nile & DJM Short
JP Faulkner, PM Nevill,2016-2016,2016,2016,1,1,5,5*,-,0,0,Australia,JP Faulkner & PM Nevill
JW Hastings, B Lee,2011-2011,2011,2011,1,1,5,5*,-,0,0,Australia,JW Hastings & B Lee
TM Head, NJ Maddinson,2018-2018,2018,2018,1,0,5,5,5,0,0,Australia,TM Head & NJ Maddinson
TM Head, MP Stoinis,2018-2018,2018,2018,1,0,5,5,5,0,0,Australia,TM Head & MP Stoinis
MS Kasprowicz, B Lee,2005-2005,2005,2005,1,0,5,5,5,0,0,Australia,MS Kasprowicz & B Lee
BR McDermott, MP Stoinis,2018-2018,2018,2018,1,1,5,5*,-,0,0,Australia,BR McDermott & MP Stoinis
MR Marsh, A Zampa,2016-2016,2016,2016,1,0,5,5,5,0,0,Australia,MR Marsh & A Zampa
AJ Tye, MS Wade,2016-2016,2016,2016,1,0,5,5,5,0,0,Australia,AJ Tye & MS Wade
CT Bancroft, SR Watson,2016-2016,2016,2016,1,1,4,4*,-,0,0,Australia,CT Bancroft & SR Watson
NW Bracken, BW Hilfenhaus,2009-2009,2009,2009,2,0,4,3,2,0,0,Australia,NW Bracken & BW Hilfenhaus
NW Bracken, BJ Hodge,2007-2007,2007,2007,1,0,4,4,4,0,0,Australia,NW Bracken & BJ Hodge
NW Bracken, MG Johnson,2009-2009,2009,2009,1,1,4,4*,-,0,0,Australia,NW Bracken & MG Johnson
DT Christian, SR Watson,2010-2010,2010,2010,1,1,4,4*,-,0,0,Australia,DT Christian & SR Watson
JP Faulkner, JW Hastings,2016-2016,2016,2016,1,0,4,4,4,0,0,Australia,JP Faulkner & JW Hastings
CJ Ferguson, BJ Haddin,2009-2009,2009,2009,1,0,4,4,4,0,0,Australia,CJ Ferguson & BJ Haddin
CJ Ferguson, DA Warner,2009-2009,2009,2009,1,0,4,4,4,0,0,Australia,CJ Ferguson & DA Warner
NM Hauritz, MG Johnson,2009-2009,2009,2009,1,0,4,4,4,0,0,Australia,NM Hauritz & MG Johnson
TM Head, CA Lynn,2016-2016,2016,2016,1,0,4,4,4,0,0,Australia,TM Head & CA Lynn
MC Henriques, AJ Tye,2017-2017,2017,2017,1,0,4,4,4,0,0,Australia,MC Henriques & AJ Tye
MC Henriques, DA Warner,2016-2016,2016,2016,1,0,4,4,4,0,0,Australia,MC Henriques & DA Warner
BJ Hodge, JM Muirhead,2014-2014,2014,2014,1,0,4,4,4,0,0,Australia,BJ Hodge & JM Muirhead
BJ Hodge, MA Starc,2014-2014,2014,2014,1,0,4,4,4,0,0,Australia,BJ Hodge & MA Starc
MG Johnson, DP Nannes,2010-2010,2010,2010,2,0,4,3,2,0,0,Australia,MG Johnson & DP Nannes
SPD Smith, MP Stoinis,2015-2015,2015,2015,1,0,4,4,4,0,0,Australia,SPD Smith & MP Stoinis
GJ Bailey, AC Voges,2013-2013,2013,2013,1,0,3,3,3,0,0,Australia,GJ Bailey & AC Voges
DE Bollinger, JM Muirhead,2014-2014,2014,2014,1,0,3,3,3,0,0,Australia,DE Bollinger & JM Muirhead
DT Christian, DJ Hussey,2012-2012,2012,2012,1,0,3,3,3,0,0,Australia,DT Christian & DJ Hussey
AJ Finch, MS Wade,2016-2016,2016,2016,1,0,3,3,3,0,0,Australia,AJ Finch & MS Wade
MC Henriques, JR Hopes,2009-2009,2009,2009,1,0,3,3,3,0,0,Australia,MC Henriques & JR Hopes
MG Johnson, TD Paine,2010-2010,2010,2010,1,0,3,3,3,0,0,Australia,MG Johnson & TD Paine
B Lee, DR Martyn,2005-2005,2005,2005,1,0,3,3,3,0,0,Australia,B Lee & DR Martyn
